商店ID,门店所在城市,渠道,性别群体,年龄群体,产品类别,客户数量,销售金额,订单数量,购买的产品数量,成本,单价,利润,订单日期,星期
245,杭州,线下,女,20-24,袜子,1,53,1,2,9,27,35,2023年2月10日,星期五
245,杭州,线下,女,35-39,当季新品,1,158,1,2,59,79,40,2023年2月10日,星期五
245,杭州,线下,女,20-24,袜子,1,79,1,1,9,79,70,2023年2月11日,星期六
245,杭州,线下,男,35-39,T恤,1,59,1,1,49,59,10,2023年2月11日,星期六
245,杭州,线下,女,50-54,袜子,1,79,1,1,9,79,70,2023年2月13日,星期一
245,杭州,线下,女,45-49,运动,1,199,1,1,49,199,150,2023年2月16日,星期四
245,杭州,线下,男,35-39,T恤,1,99,1,1,49,99,50,2023年2月16日,星期四
245,杭州,线下,女,>=60,运动,1,99,1,1,49,99,50,2023年2月16日,星期四
245,杭州,线下,女,20-24,牛仔裤,1,39,1,1,69,39,-30,2023年2月16日,星期四
245,杭州,线下,女,20-24,T恤,1,191,1,1,49,191,142,2023年2月17日,星期五
245,杭州,线下,女,30-34,T恤,1,79,1,1,49,79,30,2023年2月18日,星期六
245,杭州,线下,女,40-44,袜子,1,49,1,1,9,49,40,2023年2月18日,星期六
245,杭州,线下,男,<20,T恤,1,99,1,1,49,99,50,2023年2月23日,星期四
245,杭州,线下,女,20-24,T恤,2,168.2,2,2,49,84,70.2,2023年2月25日,星期六
245,杭州,线下,女,45-49,牛仔裤,3,596,3,4,69,149,320,2023年2月26日,星期日
245,杭州,线下,女,40-44,T恤,2,177,2,3,49,59,30,2023年2月26日,星期日
245,杭州,线下,女,35-39,袜子,2,38,2,2,9,19,20,2023年2月26日,星期日
245,杭州,线下,女,30-34,运动,5,895,5,5,49,179,650,2023年2月27日,星期一
245,杭州,线下,男,25-29,短裤,1,33,1,1,19,33,14,2023年2月27日,星期一
245,杭州,线下,女,30-34,T恤,1,59,1,1,49,59,10,2023年3月1日,星期三
245,杭州,线下,女,45-49,T恤,1,79,1,1,49,79,30,2023年3月1日,星期三
245,杭州,线下,男,25-29,当季新品,1,158,1,2,59,79,40,2023年3月1日,星期三
245,杭州,线下,女,20-24,袜子,2,40,2,2,9,20,22,2023年3月2日,星期四
245,杭州,线下,女,20-24,袜子,1,79,1,1,9,79,70,2023年3月4日,星期六
245,杭州,线下,女,25-29,袜子,1,27,1,1,9,27,18,2023年3月5日,星期日
245,杭州,线下,女,35-39,袜子,1,79,1,1,9,79,70,2023年3月8日,星期三
245,杭州,线下,女,55-59,毛衣,1,199,1,1,99,199,100,2023年3月8日,星期三
245,杭州,线下,男,25-29,袜子,1,50,1,2,9,25,32,2023年3月12日,星期日
245,杭州,线下,女,25-29,袜子,1,49,1,1,9,49,40,2023年3月12日,星期日
245,杭州,线下,男,30-34,配件,1,99,1,1,29,99,70,2023年3月12日,星期日
245,杭州,线下,女,35-39,当季新品,1,189,1,1,59,189,130,2023年3月13日,星期一
245,杭州,线下,女,20-24,T恤,1,79,1,1,49,79,30,2023年3月15日,星期三
245,杭州,线下,女,35-39,当季新品,2,348,2,2,59,174,230,2023年3月17日,星期五
245,杭州,线下,女,50-54,当季新品,2,399,3,5,59,80,104,2023年3月19日,星期日
245,杭州,线下,男,35-39,短裤,1,33,1,1,19,33,14,2023年3月19日,星期日
245,杭州,线下,男,30-34,袜子,1,49,1,1,9,49,40,2023年3月19日,星期日
245,杭州,线下,男,25-29,毛衣,1,199,1,1,99,199,100,2023年3月19日,星期日
245,杭州,线下,男,20-24,T恤,1,59,1,1,49,59,10,2023年3月23日,星期四
245,杭州,线下,女,30-34,T恤,1,79,1,1,49,79,30,2023年3月23日,星期四
245,杭州,线下,女,20-24,T恤,2,98,2,2,49,49,0,2023年3月23日,星期四
245,杭州,线下,女,35-39,袜子,1,19,1,1,9,19,10,2023年3月24日,星期五
245,杭州,线下,男,40-44,当季新品,1,111,1,2,59,56,-7,2023年3月27日,星期一
245,杭州,线下,女,40-44,当季新品,1,77,1,1,59,77,18,2023年3月29日,星期三
245,杭州,线下,男,45-49,当季新品,1,195,1,1,59,195,136,2023年3月29日,星期三
245,杭州,线下,女,30-34,T恤,2,98,2,2,49,49,0,2023年3月30日,星期四
245,杭州,线下,男,20-24,袜子,1,27,1,1,9,27,18,2023年4月1日,星期六
245,杭州,线下,女,35-39,T恤,1,129,1,1,49,129,80,2023年4月1日,星期六
245,杭州,线下,男,20-24,T恤,5,294,5,6,49,49,0,2023年4月1日,星期六
245,杭州,线下,女,40-44,配件,1,79,1,1,29,79,50,2023年4月1日,星期六
245,杭州,线下,女,40-44,牛仔裤,1,19,1,1,69,19,-50,2023年4月5日,星期三
245,杭州,线下,女,50-54,配件,1,199,1,1,29,199,170,2023年4月6日,星期四
245,杭州,线下,女,45-49,裙子,2,597,2,3,59,199,420,2023年4月6日,星期四
245,杭州,线下,女,25-29,短裤,1,73,1,2,19,37,35,2023年4月7日,星期五
245,杭州,线下,女,30-34,当季新品,3,191,3,3,59,64,14,2023年4月7日,星期五
245,杭州,线下,女,40-44,当季新品,1,158,1,2,59,79,40,2023年4月8日,星期六
245,杭州,线下,女,35-39,T恤,1,99,1,1,49,99,50,2023年4月9日,星期日
245,杭州,线下,女,35-39,T恤,4,253,4,4,49,63,57,2023年4月9日,星期日
245,杭州,线下,女,25-29,T恤,2,198,2,2,49,99,100,2023年4月9日,星期日
245,杭州,线下,男,35-39,运动,1,66,1,2,49,33,-32,2023年4月11日,星期二
245,杭州,线下,女,25-29,短裤,3,99,3,3,19,33,42,2023年4月12日,星期三
245,杭州,线下,女,40-44,T恤,1,98,1,1,49,98,49,2023年4月12日,星期三
245,杭州,线下,女,35-39,T恤,1,59,1,1,49,59,10,2023年4月12日,星期三
245,杭州,线下,女,25-29,裙子,1,199,1,1,59,199,140,2023年4月13日,星期四
245,杭州,线下,女,20-24,T恤,1,59,1,1,49,59,10,2023年4月14日,星期五
245,杭州,线下,男,20-24,T恤,2,189.64,2,3,49,63,42.64,2023年4月15日,星期六
245,杭州,线下,女,40-44,T恤,2,116,2,2,49,58,18,2023年4月15日,星期六
245,杭州,线下,女,30-34,T恤,4,396,4,4,49,99,200,2023年4月16日,星期日
245,杭州,线下,女,30-34,T恤,2,277,2,3,49,92,130,2023年4月19日,星期三
245,杭州,线下,女,30-34,T恤,1,149,1,1,49,149,100,2023年4月19日,星期三
245,杭州,线下,女,20-24,T恤,2,158,2,2,49,79,60,2023年4月19日,星期三
245,杭州,线下,女,>=60,T恤,1,99,1,1,49,99,50,2023年4月19日,星期三
245,杭州,线下,女,40-44,T恤,1,99,1,1,49,99,50,2023年4月20日,星期四
245,杭州,线下,男,25-29,运动,3,171,3,5,49,34,-74,2023年4月21日,星期五
245,杭州,线下,女,25-29,短裤,1,77.57,1,1,19,78,58.57,2023年4月22日,星期六
245,杭州,线下,男,20-24,袜子,1,79,1,1,9,79,70,2023年4月22日,星期六
245,杭州,线下,女,40-44,T恤,1,99,1,1,49,99,50,2023年4月22日,星期六
245,杭州,线下,女,30-34,牛仔裤,4,233,4,4,69,58,-43,2023年4月23日,星期日
245,杭州,线下,男,>=60,牛仔裤,1,39,1,1,69,39,-30,2023年4月23日,星期日
245,杭州,线下,女,40-44,T恤,1,79,1,1,49,79,30,2023年4月23日,星期日
245,杭州,线下,女,>=60,T恤,1,39,1,1,49,39,-10,2023年4月23日,星期日
245,杭州,线下,男,35-39,T恤,1,39,1,1,49,39,-10,2023年4月26日,星期三
245,杭州,线下,女,45-49,裙子,1,199,1,1,59,199,140,2023年4月26日,星期三
245,杭州,线下,女,35-39,T恤,2,158,2,2,49,79,60,2023年4月27日,星期四
245,杭州,线下,男,30-34,T恤,4,312.67,4,4,49,78,116.67,2023年4月29日,星期六
245,杭州,线下,男,40-44,当季新品,1,57,1,1,59,57,-2,2023年4月29日,星期六
245,杭州,线下,女,25-29,毛衣,1,249,1,1,99,249,150,2023年4月30日,星期日
245,杭州,线下,男,20-24,T恤,2,78,2,2,49,39,-20,2023年4月30日,星期日
245,杭州,线下,女,30-34,T恤,2,198,2,2,49,99,100,2023年5月3日,星期三
245,杭州,线下,男,20-24,T恤,1,69.5,1,1,49,70,20.5,2023年5月4日,星期四
245,杭州,线下,女,20-24,运动,1,27.32,1,1,49,27,-21.68,2023年5月4日,星期四
245,杭州,线下,女,20-24,短裤,1,79,1,1,19,79,60,2023年5月4日,星期四
245,杭州,线下,女,30-34,运动,1,149,1,1,49,149,100,2023年5月4日,星期四
245,杭州,线下,女,30-34,T恤,1,39,1,1,49,39,-10,2023年5月5日,星期五
245,杭州,线下,女,20-24,毛衣,2,448,2,2,99,224,250,2023年5月5日,星期五
245,杭州,线下,男,25-29,当季新品,1,74,1,1,59,74,15,2023年5月5日,星期五
245,杭州,线下,男,40-44,当季新品,1,76,1,1,59,76,17,2023年5月5日,星期五
245,杭州,线下,女,35-39,当季新品,1,79,1,1,59,79,20,2023年5月6日,星期六
245,杭州,线下,女,35-39,T恤,3,257,3,3,49,86,110,2023年5月7日,星期日
245,杭州,线下,女,45-49,袜子,1,52,1,2,9,26,34,2023年5月7日,星期日
245,杭州,线下,男,<20,T恤,1,69.46,1,1,49,69,20.46,2023年5月10日,星期三
245,杭州,线下,男,40-44,T恤,1,77,1,1,49,77,28,2023年5月10日,星期三
245,杭州,线下,女,30-34,袜子,1,38,1,2,9,19,20,2023年5月11日,星期四
245,杭州,线下,女,20-24,T恤,2,158,2,2,49,79,60,2023年5月12日,星期五
245,杭州,线下,男,>=60,当季新品,1,149,1,1,59,149,90,2023年5月12日,星期五
245,杭州,线下,男,>=60,T恤,1,99,1,1,49,99,50,2023年5月13日,星期六
245,杭州,线下,男,20-24,T恤,1,59,1,1,49,59,10,2023年5月14日,星期日
245,杭州,线下,女,25-29,T恤,1,97.12,1,1,49,97,48.12,2023年5月14日,星期日
245,杭州,线下,男,30-34,当季新品,1,146,1,1,59,146,87,2023年5月14日,星期日
245,杭州,线下,男,25-29,毛衣,2,398,2,2,99,199,200,2023年5月18日,星期四
245,杭州,线下,男,35-39,T恤,1,79,1,1,49,79,30,2023年5月20日,星期六
245,杭州,线下,男,30-34,T恤,1,79,1,1,49,79,30,2023年5月20日,星期六
245,杭州,线下,女,20-24,当季新品,1,149,1,1,59,149,90,2023年5月21日,星期日
,,,,,,,,,,,,,,
245,杭州,线下,男,35-39,袜子,1,49,1,1,9,49,40,2023年5月21日,星期日
245,杭州,线下,女,25-29,T恤,2,138,2,2,49,69,40,2023年5月21日,星期日
245,杭州,线下,女,20-24,T恤,1,198,1,2,49,99,100,2023年5月21日,星期日
245,杭州,线下,女,20-24,裙子,3,237,3,3,59,79,60,2023年5月24日,星期三
245,杭州,线下,女,25-29,当季新品,2,298,2,2,59,149,180,2023年5月24日,星期三
245,杭州,线下,女,20-24,当季新品,1,49,1,1,59,49,-10,2023年5月26日,星期五
245,杭州,线下,女,40-44,短裤,2,112,2,3,19,37,55,2023年5月26日,星期五
245,杭州,线下,女,40-44,T恤,1,59,1,1,49,59,10,2023年5月27日,星期六
245,杭州,线下,女,20-24,T恤,6,569.02,6,6,49,95,275.02,2023年5月27日,星期六
245,杭州,线下,女,30-34,配件,25,2479,27,34,29,73,1493,2023年5月28日,星期日
245,杭州,线下,女,<20,短裤,1,63.34,1,2,19,32,25.34,2023年5月28日,星期日
245,杭州,线下,女,35-39,T恤,3,396,3,4,49,99,200,2023年5月29日,星期一
245,杭州,线下,男,45-49,T恤,1,99,1,1,49,99,50,2023年6月2日,星期五
245,杭州,线下,女,35-39,配件,4,353,4,4,29,88,237,2023年6月4日,星期日
245,杭州,线下,女,30-34,当季新品,1,79,1,1,59,79,20,2023年6月7日,星期三
245,杭州,线下,男,35-39,T恤,1,79,1,1,49,79,30,2023年6月7日,星期三
245,杭州,线下,男,45-49,T恤,1,99,1,1,49,99,50,2023年6月7日,星期三
245,杭州,线下,女,45-49,运动,1,99,1,1,49,99,50,2023年6月8日,星期四
,,,,,,,,,,,,,,
245,杭州,线下,女,30-34,运动,8,1192,8,8,49,149,800,2023年6月8日,星期四
245,杭州,线下,女,<20,T恤,1,99,1,1,49,99,50,2023年6月9日,星期五
245,杭州,线下,男,30-34,当季新品,1,54,1,1,59,54,-5,2023年6月9日,星期五
245,杭州,线下,男,20-24,牛仔裤,1,59,1,1,69,59,-10,2023年6月9日,星期五
245,杭州,线下,男,25-29,短裤,1,40,1,1,19,40,21,2023年6月9日,星期五
245,杭州,线下,女,30-34,当季新品,1,149,1,1,59,149,90,2023年6月10日,星期六
245,杭州,线下,女,45-49,当季新品,1,149,1,1,59,149,90,2023年6月10日,星期六
245,杭州,线下,女,45-49,T恤,2,792,2,8,49,99,400,2023年6月11日,星期日
245,杭州,线下,女,25-29,牛仔裤,1,59,1,1,69,59,-10,2023年6月11日,星期日
245,杭州,线下,女,45-49,当季新品,1,49,1,1,59,49,-10,2023年6月14日,星期三
245,杭州,线下,女,35-39,T恤,1,99,1,1,49,99,50,2023年6月14日,星期三
245,杭州,线下,女,30-34,袜子,1,27,1,1,9,27,18,2023年6月14日,星期三
245,杭州,线下,女,30-34,当季新品,1,199,1,1,59,199,140,2023年6月14日,星期三
245,杭州,线下,女,20-24,T恤,3,257,3,3,49,86,110,2023年6月15日,星期四
245,杭州,线下,女,25-29,T恤,3,297,3,3,49,99,150,2023年6月15日,星期四
245,杭州,线下,男,25-29,袜子,2,46,2,2,9,23,28,2023年6月16日,星期五
245,杭州,线下,女,30-34,袜子,4,276,4,4,9,69,240,2023年6月17日,星期六
245,杭州,线下,男,30-34,T恤,2,158,2,2,49,79,60,2023年6月17日,星期六
245,杭州,线下,男,45-49,T恤,2,158,2,2,49,79,60,2023年6月17日,星期六
245,杭州,线下,女,30-34,T恤,1,58.27,1,1,49,58,9.27,2023年6月18日,星期日
245,杭州,线下,女,35-39,当季新品,1,76,1,1,59,76,17,2023年6月18日,星期日
245,杭州,线下,女,20-24,T恤,1,69.43,1,1,49,69,20.43,2023年6月18日,星期日
245,杭州,线下,男,35-39,T恤,3,237,3,3,49,79,90,2023年6月20日,星期二
245,杭州,线下,女,20-24,短裤,1,80,1,2,19,40,42,2023年6月21日,星期三
245,杭州,线下,男,25-29,T恤,1,99,1,1,49,99,50,2023年6月22日,星期四
245,杭州,线下,女,55-59,当季新品,3,597,3,3,59,199,420,2023年6月22日,星期四
245,杭州,线下,男,>=60,毛衣,1,199,1,1,99,199,100,2023年6月23日,星期五
245,杭州,线下,女,35-39,T恤,3,235,3,5,49,47,-10,2023年6月24日,星期六
245,杭州,线下,女,40-44,裙子,1,79,1,1,59,79,20,2023年6月24日,星期六
245,杭州,线下,女,30-34,当季新品,1,47,1,1,59,47,-12,2023年6月25日,星期日
245,杭州,线下,男,30-34,毛衣,2,498,2,2,99,249,300,2023年6月27日,星期二
245,杭州,线下,女,30-34,T恤,1,99,1,1,49,99,50,2023年6月28日,星期三
245,杭州,线下,女,35-39,T恤,4,395,4,5,49,79,150,2023年6月28日,星期三
245,杭州,线下,女,50-54,T恤,1,79,1,1,49,79,30,2023年6月28日,星期三
245,杭州,线下,男,35-39,短裤,2,66,2,2,19,33,28,2023年6月29日,星期四
245,杭州,线下,女,40-44,配件,2,138,2,2,29,69,80,2023年7月1日,星期六
245,杭州,线下,男,35-39,配件,1,79,1,1,29,79,50,2023年7月1日,星期六
245,杭州,线下,男,35-39,运动,2,136.64,2,4,49,34,-59.36,2023年7月2日,星期日
245,杭州,线下,男,20-24,袜子,1,26,1,1,9,26,17,2023年7月2日,星期日
245,杭州,线下,女,30-34,配件,1,79,1,1,29,79,50,2023年7月5日,星期三
245,杭州,线下,男,30-34,T恤,3,316,3,4,49,79,120,2023年7月6日,星期四
245,杭州,线下,女,55-59,运动,1,33,1,1,49,33,-16,2023年7月8日,星期六
245,杭州,线下,男,25-29,牛仔裤,1,149,1,1,69,149,80,2023年7月8日,星期六
245,杭州,线下,女,35-39,牛仔裤,2,118,2,2,69,59,-20,2023年7月8日,星期六
245,杭州,线下,女,25-29,T恤,1,59,1,1,49,59,10,2023年7月11日,星期二
245,杭州,线下,男,45-49,短裤,1,40,1,1,19,40,21,2023年7月11日,星期二
245,杭州,线下,女,40-44,T恤,1,77,1,1,49,77,28,2023年7月12日,星期三
245,杭州,线下,女,35-39,T恤,2,198,2,2,49,99,100,2023年7月13日,星期四
245,杭州,线下,女,25-29,袜子,1,79,1,1,9,79,70,2023年7月14日,星期五
245,杭州,线下,男,45-49,当季新品,2,184,2,3,59,61,7,2023年7月15日,星期六
245,杭州,线下,男,35-39,T恤,3,235,3,3,49,78,88,2023年7月16日,星期日
245,杭州,线下,男,40-44,运动,1,99,1,1,49,99,50,2023年7月20日,星期四
245,杭州,线下,男,>=60,当季新品,3,417,3,3,59,139,240,2023年7月22日,星期六
245,杭州,线下,女,25-29,T恤,1,59,1,1,49,59,10,2023年7月22日,星期六
245,杭州,线下,女,30-34,T恤,2,158,2,2,49,79,60,2023年7月22日,星期六
245,杭州,线下,女,35-39,当季新品,32,5241.43,32,33,59,159,3294.43,2023年7月23日,星期日
245,杭州,线下,女,35-39,T恤,2,158,2,2,49,79,60,2023年7月24日,星期一
245,杭州,线下,女,20-24,T恤,2,198,2,2,49,99,100,2023年7月24日,星期一
245,杭州,线下,女,45-49,毛衣,1,199,1,1,99,199,100,2023年7月27日,星期四
245,杭州,线下,男,>=60,毛衣,1,149,1,1,99,149,50,2023年7月27日,星期四
245,杭州,线下,男,25-29,当季新品,1,58,1,1,59,58,-1,2023年7月27日,星期四
245,杭州,线下,女,30-34,袜子,1,26,1,1,9,26,17,2023年7月27日,星期四
245,杭州,线下,男,20-24,T恤,1,79,1,1,49,79,30,2023年7月28日,星期五
245,杭州,线下,女,45-49,T恤,1,99,1,1,49,99,50,2023年7月29日,星期六
245,杭州,线下,男,25-29,当季新品,1,79,1,1,59,79,20,2023年7月29日,星期六
245,杭州,线下,女,35-39,T恤,1,59,1,1,49,59,10,2023年7月30日,星期日
245,杭州,线下,女,40-44,运动,1,149,1,1,49,149,100,2023年7月31日,星期一
245,杭州,线下,女,25-29,短裤,1,39,1,1,19,39,20,2023年7月31日,星期一
245,杭州,线下,女,20-24,T恤,1,158,1,2,49,79,60,2023年8月5日,星期六
,,,,,,,,,,,,,,
245,杭州,线下,男,20-24,T恤,2,257,3,3,49,86,110,2023年8月8日,星期二
245,杭州,线下,女,25-29,当季新品,1,76,1,1,59,76,17,2023年8月8日,星期二
245,杭州,线下,男,20-24,当季新品,2,278,2,2,59,139,160,2023年8月13日,星期日
245,杭州,线下,女,<20,T恤,1,79,1,1,49,79,30,2023年8月13日,星期日
245,杭州,线下,男,>=60,T恤,1,59,1,1,49,59,10,2023年8月14日,星期一
245,杭州,线下,女,35-39,T恤,4,175,4,4,49,44,-21,2023年8月15日,星期二
245,杭州,线下,女,40-44,T恤,1,78,1,1,49,78,29,2023年8月18日,星期五
245,杭州,线下,男,20-24,当季新品,1,49,1,1,59,49,-10,2023年8月18日,星期五
245,杭州,线下,女,30-34,当季新品,1,298,1,2,59,149,180,2023年8月20日,星期日
245,杭州,线下,男,30-34,短裤,4,221,4,6,19,37,107,2023年8月22日,星期二
245,杭州,线下,男,25-29,T恤,1,158,1,2,49,79,60,2023年8月25日,星期五
245,杭州,线下,男,20-24,牛仔裤,2,298,2,2,69,149,160,2023年8月26日,星期六
245,杭州,线下,女,25-29,T恤,4,309,4,11,49,28,-230,2023年8月27日,星期日
245,杭州,线下,女,50-54,当季新品,1,75,1,1,59,75,16,2023年8月29日,星期二
245,杭州,线下,女,35-39,运动,1,99,1,3,49,33,-48,2023年9月1日,星期五
245,杭州,线下,男,55-59,当季新品,1,75,1,1,59,75,16,2023年9月2日,星期六
245,杭州,线下,女,35-39,T恤,3,177,3,3,49,59,30,2023年9月3日,星期日
245,杭州,线下,男,55-59,短裤,1,62,1,2,19,31,24,2023年9月4日,星期一
245,杭州,线下,女,30-34,运动,7,294,7,8,49,37,-98,2023年9月4日,星期一
245,杭州,线下,女,<20,配件,1,99,1,1,29,99,70,2023年9月8日,星期五
245,杭州,线下,女,40-44,短裤,1,40,1,1,19,40,21,2023年9月8日,星期五
245,杭州,线下,女,35-39,毛衣,2,597,2,3,99,199,300,2023年9月8日,星期五
245,杭州,线下,男,30-34,当季新品,1,149,1,1,59,149,90,2023年9月9日,星期六
245,杭州,线下,女,30-34,牛仔裤,2,115.6,2,2,69,58,-22.4,2023年9月12日,星期二
245,杭州,线下,女,20-24,运动,3,183,3,5,49,37,-62,2023年9月17日,星期日
245,杭州,线下,女,50-54,T恤,2,96,2,2,49,48,-2,2023年9月18日,星期一
245,杭州,线下,男,>=60,当季新品,1,79,1,1,59,79,20,2023年9月18日,星期一
245,杭州,线下,女,20-24,T恤,1,99,1,1,49,99,50,2023年9月19日,星期二
245,杭州,线下,男,>=60,配件,1,79,1,1,29,79,50,2023年9月19日,星期二
245,杭州,线下,男,20-24,T恤,3,137,3,3,49,46,-10,2023年9月22日,星期五
245,杭州,线下,女,25-29,T恤,3,295,3,3,49,98,148,2023年9月24日,星期日
245,杭州,线下,女,>=60,T恤,1,59,1,1,49,59,10,2023年9月25日,星期一
245,杭州,线下,女,45-49,配件,1,249,1,1,29,249,220,2023年9月25日,星期一
245,杭州,线下,男,20-24,毛衣,4,546,4,4,99,137,150,2023年9月26日,星期二
245,杭州,线下,男,35-39,袜子,1,53,1,2,9,27,35,2023年10月1日,星期日
245,杭州,线下,女,40-44,T恤,1,79,1,1,49,79,30,2023年10月2日,星期一
245,杭州,线下,女,55-59,配件,2,158,2,2,29,79,100,2023年10月3日,星期二
245,杭州,线下,女,30-34,毛衣,3,547,3,3,99,182,250,2023年10月7日,星期六
245,杭州,线下,女,45-49,当季新品,1,99,1,1,59,99,40,2023年10月8日,星期日
245,杭州,线下,女,20-24,T恤,1,79,1,1,49,79,30,2023年10月9日,星期一
245,杭州,线下,女,<20,短裤,1,31.67,1,1,19,32,12.67,2023年10月9日,星期一
245,杭州,线下,男,30-34,配件,2,376,2,4,29,94,260,2023年10月10日,星期二
245,杭州,线下,男,25-29,T恤,1,79,1,1,49,79,30,2023年10月13日,星期五
245,杭州,线下,男,20-24,袜子,1,19,1,1,9,19,10,2023年10月14日,星期六
245,杭州,线下,女,20-24,T恤,3,316,3,4,49,79,120,2023年10月14日,星期六
245,杭州,线下,男,25-29,T恤,2,198,2,2,49,99,100,2023年10月14日,星期六
245,杭州,线下,女,>=60,T恤,1,199,1,1,49,199,150,2023年10月15日,星期日
245,杭州,线下,男,<20,短裤,1,40,1,1,19,40,21,2023年10月16日,星期一
245,杭州,线下,男,30-34,T恤,2,198,2,2,49,99,100,2023年10月16日,星期一
245,杭州,线下,女,30-34,T恤,1,158,1,2,49,79,60,2023年10月17日,星期二
245,杭州,线下,男,40-44,T恤,1,118,1,2,49,59,20,2023年10月20日,星期五
245,杭州,线下,男,40-44,袜子,1,79,1,1,9,79,70,2023年10月23日,星期一
245,杭州,线下,女,25-29,T恤,1,79,1,1,49,79,30,2023年10月23日,星期一
245,杭州,线下,男,20-24,短裤,2,73,2,2,19,37,35,2023年10月27日,星期五
245,杭州,线下,女,35-39,T恤,2,178,2,2,49,89,80,2023年10月28日,星期六
245,杭州,线下,女,30-34,袜子,1,79,1,1,9,79,70,2023年10月29日,星期日
245,杭州,线下,女,35-39,裙子,1,20,1,2,59,10,-98,2023年10月29日,星期日
245,杭州,线下,女,20-24,毛衣,3,597,3,3,99,199,300,2023年10月30日,星期一
245,杭州,线下,男,<20,当季新品,1,77,1,1,59,77,18,2023年11月3日,星期五
245,杭州,线下,女,>=60,当季新品,7,1213,7,7,59,173,800,2023年11月3日,星期五
245,杭州,线下,女,20-24,T恤,3,213.26,3,3,49,71,66.26,2023年11月5日,星期日
245,杭州,线下,男,25-29,T恤,1,99,1,1,49,99,50,2023年11月5日,星期日
245,杭州,线下,男,40-44,当季新品,1,56,1,1,59,56,-3,2023年11月6日,星期一
245,杭州,线下,女,30-34,当季新品,2,196.47,2,2,59,98,78.47,2023年11月6日,星期一
245,杭州,线下,女,50-54,运动,1,39,1,1,49,39,-10,2023年11月7日,星期二
245,杭州,线下,女,20-24,T恤,1,99,1,1,49,99,50,2023年11月7日,星期二
245,杭州,线下,女,55-59,T恤,1,99,1,1,49,99,50,2023年11月10日,星期五
245,杭州,线下,女,<20,T恤,1,99,1,1,49,99,50,2023年11月11日,星期六
245,杭州,线下,女,35-39,T恤,1,79,1,1,49,79,30,2023年11月18日,星期六
245,杭州,线下,男,20-24,毛衣,1,199,1,1,99,199,100,2023年11月20日,星期一
245,杭州,线下,女,30-34,牛仔裤,1,39,1,1,69,39,-30,2023年11月21日,星期二
245,杭州,线下,男,40-44,T恤,1,99,1,1,49,99,50,2023年11月21日,星期二
245,杭州,线下,女,20-24,T恤,3,267.27,3,3,49,89,120.27,2023年11月24日,星期五
245,杭州,线下,男,30-34,运动,1,39,1,1,49,39,-10,2023年11月24日,星期五
245,杭州,线下,男,20-24,当季新品,2,398,2,2,59,199,280,2023年11月25日,星期六
245,杭州,线下,男,30-34,袜子,4,113,4,5,9,23,68,2023年11月25日,星期六
245,杭州,线下,女,40-44,T恤,1,39,1,1,49,39,-10,2023年11月28日,星期二
245,杭州,线下,男,>=60,T恤,1,99,1,1,49,99,50,2023年11月28日,星期二
245,杭州,线下,男,25-29,T恤,2,178,2,2,49,89,80,2023年11月28日,星期二
245,杭州,线下,女,40-44,牛仔裤,1,39,1,1,69,39,-30,2023年12月3日,星期日
245,杭州,线下,女,35-39,当季新品,1,55,1,1,59,55,-4,2023年12月4日,星期一
245,杭州,线下,女,45-49,T恤,1,99,1,1,49,99,50,2023年12月4日,星期一
245,杭州,线下,男,35-39,T恤,2,198,2,2,49,99,100,2023年12月5日,星期二
245,杭州,线下,女,30-34,当季新品,7,343,8,8,59,43,-129,2023年12月5日,星期二
245,杭州,线下,女,30-34,牛仔裤,8,432,8,8,69,54,-120,2023年12月8日,星期五
245,杭州,线下,女,35-39,T恤,3,276,3,4,49,69,80,2023年12月9日,星期六
245,杭州,线下,女,35-39,T恤,1,79,1,1,49,79,30,2023年12月9日,星期六
245,杭州,线下,女,35-39,T恤,2,138,2,2,49,69,40,2023年12月10日,星期日
245,杭州,线下,男,40-44,短裤,1,79,1,2,19,40,41,2023年12月11日,星期一
245,杭州,线下,男,20-24,短裤,2,79,2,2,19,40,41,2023年12月12日,星期二
245,杭州,线下,女,25-29,裙子,2,158,2,2,59,79,40,2023年12月15日,星期五
245,杭州,线下,男,20-24,T恤,2,118,2,2,49,59,20,2023年12月15日,星期五
245,杭州,线下,女,35-39,牛仔裤,2,175,2,3,69,58,-32,2023年12月19日,星期二
245,杭州,线下,男,35-39,T恤,1,99,1,1,49,99,50,2023年12月19日,星期二
245,杭州,线下,女,25-29,T恤,2,158,2,2,49,79,60,2023年12月19日,星期二
245,杭州,线下,男,45-49,运动,1,158,1,2,49,79,60,2023年12月23日,星期六
245,杭州,线下,女,20-24,配件,11,1377.25,12,19,29,72,826.25,2023年12月23日,星期六
245,杭州,线下,男,20-24,毛衣,1,19,1,1,99,19,-80,2023年12月24日,星期日
245,杭州,线下,女,25-29,裙子,1,149,1,1,59,149,90,2023年12月25日,星期一
245,杭州,线下,男,25-29,当季新品,1,196,1,1,59,196,137,2023年12月25日,星期一
245,杭州,线下,男,20-24,当季新品,2,134.4,2,2,59,67,16.4,2023年12月25日,星期一
245,杭州,线下,男,<20,当季新品,1,158,1,2,59,79,40,2023年12月25日,星期一
245,杭州,线下,男,50-54,当季新品,1,199,1,1,59,199,140,2023年12月26日,星期二
245,杭州,线下,男,20-24,袜子,3,137,3,7,9,20,74,2023年12月26日,星期二
